accuracy,loss,val_accuracy,val_loss
0.9242857098579407,0.20846645534038544,1.0,7.947285607379229e-10
1.0,2.868609590223059e-05,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0
